ID,latitude,longitude
1565,48.158857,11.578393
1566,48.158857,11.578393
1567,48.158857,11.578393
1569,48.158857,11.578393
1570,48.158804,11.57845
1571,48.158804,11.57845
1572,48.159107,11.579328
1575,48.158835,11.578148
1576,48.158835,11.578148
1577,48.158835,11.578148
1580,48.158835,11.578148
1582,48.158835,11.578148
1583,48.159057,11.579064
1584,48.159057,11.579064
1585,48.159057,11.579064
1586,48.159057,11.579064
1587,48.159057,11.579064
1589,48.158802,11.57756
1590,48.158802,11.57756
1591,48.159087,11.578768
1592,48.159087,11.578768
1594,48.15937,11.578498
1600,48.159111,11.57834
1601,48.158993,11.575963
1602,48.158993,11.575963
1604,48.158993,11.575963
1605,48.158993,11.575963
1607,48.158543,11.584108
1609,48.158543,11.584108
1611,48.158543,11.584108
1612,48.158543,11.584108
1613,48.158543,11.584108
1614,48.159178,11.577878
1616,48.159244,11.576488
1619,48.159244,11.576488
1621,48.159244,11.576488
1623,48.159244,11.576488
1624,48.159334,11.576197
1626,48.159334,11.576197
1651,48.158591,11.583874
1652,48.158591,11.583874
1654,48.158591,11.583874
1655,48.158591,11.583874
1656,48.158591,11.583874
1657,48.158468,11.582532
1658,48.158468,11.582532
1659,48.158468,11.582532
1660,48.158468,11.582532
1661,48.158468,11.582532
1662,48.158269,11.578688
1663,48.158269,11.578688
1682,48.152701,11.578908
1683,48.152701,11.578908
1684,48.152855,11.578321
1685,48.152934,11.578043
1731,48.124731,11.576579
1735,48.12338,11.579419
1737,48.124587,11.576828
1739,48.124327,11.576489
1740,48.124327,11.576489
1741,48.124327,11.576489
1744,48.124327,11.576489
1745,48.124327,11.576489
1746,48.124418,11.577144
1748,48.124025,11.577909
1751,48.113965,11.521233
1755,48.117049,11.531315
1756,48.117247,11.529139
1757,48.117247,11.529139
1761,48.100208,11.529825
1801,48.114042,11.521444
1802,48.113965,11.521233
1803,48.113965,11.521233
1804,48.113965,11.521233
1805,48.113801,11.520909
1806,48.117142,11.536597
1810,48.117247,11.529139
1813,48.114724,11.522784
1814,48.114724,11.522784
1815,48.115648,11.52362
1816,48.115292,11.522282
1817,48.115292,11.522282
1818,48.114502,11.522305
1819,48.114502,11.522305
1820,48.114502,11.522305
1822,48.115288,11.522424
1823,48.115268,11.522673
1825,48.11669,11.534917
1826,48.116703,11.5344
1828,48.116703,11.5344
1829,48.116703,11.5344
1833,48.116687,11.53776
1835,48.116697,11.537731
1839,48.116697,11.537731
1840,48.116697,11.537731
1841,48.116697,11.537731
1842,48.11632,11.53777
1843,48.11632,11.53777
1845,48.11632,11.53777
1846,48.11632,11.53777
1849,48.11671,11.531994
1850,48.11671,11.531994
1851,48.117114,11.532482
1852,48.117041,11.532073
1853,48.117041,11.532073
1855,48.117049,11.531315
1856,48.117049,11.531315
1859,48.116146,11.527227
1860,48.116146,11.527227
1861,48.116146,11.527227
1862,48.116146,11.527227
1863,48.116146,11.527227
1864,48.11617,11.52707
1865,48.11617,11.52707
1866,48.11617,11.52707
1867,48.117247,11.529139
1868,48.117247,11.529139
1869,48.117247,11.529139
1871,48.116162,11.52658
1872,48.116162,11.52658
1873,48.116872,11.5289
1874,48.117598,11.528487
1876,48.116143,11.52484
1877,48.11602,11.524415
1878,48.11602,11.524415
1879,48.11602,11.524415
1880,48.11602,11.524415
1881,48.11602,11.524415
1882,48.11602,11.524415
1883,48.11602,11.524415
1884,48.11602,11.524415
1885,48.11602,11.524415
1886,48.11602,11.524415
1887,48.11602,11.524415
1888,48.11602,11.524415
1895,48.11602,11.524415
1898,48.11602,11.524415
1899,48.11602,11.524415
1905,48.109892,11.645491
1907,48.10857,11.64507
1909,48.108304,11.645799
1910,48.107733,11.645652
1912,48.10719,11.64736
1914,48.106533,11.643696
1915,48.106533,11.643696
1916,48.106533,11.643696
1917,48.106533,11.643696
1918,48.106533,11.643696
1919,48.106533,11.643696
1920,48.106533,11.643696
1921,48.106533,11.643696
1922,48.106497,11.643865
1923,48.106513,11.643862
1924,48.106318,11.644318
1925,48.106318,11.644318
1926,48.106318,11.644318
1927,48.106318,11.644318
1928,48.106318,11.644318
1929,48.106281,11.643914
1930,48.106281,11.643914
1931,48.106281,11.643914
1932,48.106687,11.644476
1933,48.106687,11.644476
1940,48.108298,11.645488
2056,48.109194,11.568223
2067,48.108567,11.56763
2068,48.108567,11.56763
2074,48.108782,11.566869
2081,48.108364,11.567881
2082,48.108347,11.566896
2083,48.108347,11.566896
2095,48.108246,11.566782
2096,48.108246,11.566782
2098,48.108246,11.566782
2099,48.108246,11.566782
2100,48.108246,11.566782
2101,48.108246,11.566782
2102,48.108246,11.566782
2103,48.108246,11.566782
2104,48.108246,11.566782
2105,48.108246,11.566782
2107,48.108246,11.566782
2110,48.108036,11.566582
2111,48.108036,11.566582
2112,48.108036,11.566582
2115,48.108036,11.566582
2116,48.108036,11.566582
2117,48.108036,11.566582
2118,48.108036,11.566582
2119,48.108036,11.566582
2120,48.108006,11.566572
2123,48.108006,11.566572
2125,48.107788,11.566204
2128,48.107788,11.566204
2129,48.107788,11.566204
2130,48.107788,11.566204
2142,48.151447,11.545006
2145,48.151447,11.545006
2146,48.151447,11.545006
2147,48.151447,11.545006
2148,48.151447,11.545006
2149,48.151447,11.545006
2150,48.151447,11.545006
2151,48.151447,11.545006
2152,48.151447,11.545006
2153,48.151447,11.545006
2154,48.151447,11.545006
2155,48.151447,11.545006
